BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Portillo Franquelo, Pedro: Energía solar. Madrid: Pirámide, 1985.	Portillo Franquelo, Pedro	Energía solar	1985	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	España				«cajas negras» no porque sean de ese color en la realidad, sino porque es un elemento «bloque» por donde entra una señal por un lado y sale otra distinta por el opuesto, realizándose en su interior una serie de cambios y operaciones un tanto «oscuros» para los no iniciados en la electrónica. En (14) de la figura 7.1 se indica esquemáticamente el control diferencial y sus conexiones a las respectivas sondas térmicas o a la bomba. En el esquema presentado en la figura 7.9 se puede seguir el circuito de una caja de control diferencial. El circuito eléctrico exterior presenta cuatro conexiones: l) de alimentación
«Con su valle propio». Revista Hoy. Chile: 1985-03-24.		Revista Hoy	1985	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	Efectivamente, en el "Silicon Valley" alemán se han asentado todas las industrias electrónicas internacionales de rango, como el consorcio alemán Siemens, en cuyas plantas de producción de microprocesadores trabajan diez mil personas y cuyo volumen de ventas anual en el sector de la electrónica es de 500 millones de marcos (165 millones de dólares); o la firma, también alemana, Eurosil Elektronik, de la ciudad de Eching, que con sólo 300 empleados fabrica un tercio de la producción mundial de chips para la industria relojera, con un volumen de ventas anual de 440 millones de marcos (
«Con su valle propio». Revista Hoy. Chile: 1985-03-24.		Revista Hoy	1985	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	, a unos 50 kilómetros de Munich. Otras industrias del ramo extranjeras ubicadas en Baviera son la Digital Equipment, instalada en la ciudad de Kaufbeuren; la británica Inmos, en Eching; la francesa Semiconducteurs, en esta misma ciudad; la italiana "SGS", en Garsching; la Fairchild, especializada en la electrónica de los automóviles, y Mustek, filial de la United Technics, de los Estados Unidos, y considerada el gigante de esta nueva industria, que también está en la zona.
«Con su valle propio». Revista Hoy. Chile: 1985-03-24.		Revista Hoy	1985	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	En el "Silicon Valley" de Baviera se han instalado también numerosas editoras de electrónica, casas distribuidoras, constructores de computadores, etc., como por ejemplo, por citar sólo algunas firmas, Apple, Amdahl, Computervision, Perkin Elmer, Microsoft, Kontron, Digital Research, Tewidata y FM Software; y cada semana se vienen a instalar otras diez.
«Con su valle propio». Revista Hoy. Chile: 1985-03-24.		Revista Hoy	1985	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	Actualmente, el consumo mundial de electrónica es de catorce millones de dólares al año, siendo el de Alemania Occidental de sólo un 5,7 por ciento de esa suma, lo cual es muy poco en una nación tan industrializada como la República Federal de Alemania. Baviera y el vecino Baden-Wurttemberg, que cuenta ahora con un ministro regional de tecnología, están haciendo que cambie tal
«Con su valle propio». Revista Hoy. Chile: 1985-03-24.		Revista Hoy	1985	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	Además, se celebran numerosas ferias del ramo, entre ellas electrónica, Systems y Productronica, que en 1984 contabilizaron en total más de 200 mil visitantes. Todas estas exposiciones del mundo de la electrónica se celebraron en Munich, al objeto de incrementar el atractivo internacional del "Silicon Valley" de Baviera. No es extraño, pues, en la última innovación del sector electrónico proceda de Alemania Federal, conjuntamente por los consorcios alemanes Siemens, Telefunken, Valvo y Eurosil.
«F. G. B., Washington». El País. Madrid: Diario El País, S.A., 1985-06-01.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				a Walker, un hombre risueño con gafas metálicas y una recortada barba, como un individuo políticamente ultraconservador, que hablaba con desprecio de la Unión Soviética, "en ningún caso una persona que haría daño a América". Pero lo que le gustaba sobre todo, a este experto en comunicaciones, era el mundo de la electrónica. Para ejercer su profesión en su pequeña agencia de investigación, llamada Informes Confidenciales, Walker se rodeó de toda la parafernalia tecnológica existente en el mercado, las mejores cámaras con grandes teleobjetivos y aparatos de espionaje electrónico. Ahora, sus vecinos se preguntan cómo Walker, que hace unos meses fue nombrado por el periódico local
«El futuro de la izquierda». El País. Madrid: Diario El País, S.A., 1985-06-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				cada vez mayor de los cerebros de la empresa y, al mismo tiempo, una descentralización, a un nivel que ya es mundial, de las partes básicas del proceso de producción y de comercialización. Se perfila el advenimiento de lo que se ha llamado sociedad de la información a través del desarrollo imparable de la electrónica, su entrelazamiento con la industria espacial, la puesta en marcha de nuevos sistemas de telecomunicación y de información y la transformación de la industria cultural. De esta manera, están entrando en crisis los paradigmas (tipos) clásicos del industrialismo moderno. Y están convirtiéndose en mercancía, esferas de la reproducción social que
«AGENCIAS, Madrid». El País. Madrid: Diario El País, S.A., 1985-08-01.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				El informe del GATT subraya que las exportaciones de países en vías de desarrollo, que abarcan los sectores del textil, el calzado y el ramo de la electrónica, encuentran restricciones, bajo las acusaciones de dumping o de beneficiarse de subsidios estatales elevados.
Cabrera, Miguel Angel: La seguridad en el Mediterráneo. El caso de Grecia.. Madrid: Iepala-Fundamentos, 1985.	Cabrera, Miguel Angel	La seguridad en el Mediterráneo. El caso de Grecia.	1985	Primera edición	No ficción	Escrito	Libro	Política, economía y justicia	España			Mayúsculas no acentuadas en el original	a) La posible inclinación de los EE. UU. y la OTAN del lado de Turquía, incluso tras la apariencia formal de neutralidad, con todo lo que ello lleva implícito: satélites, comunicaciones, electrónica, informática, armas, repuestos, etc. Recuérdese el caso de la guerra de las Malvinas.
Mojarro, Tomás: Yo, el valedor (y el Jerásimo). México D.F.: Fondo de Cultura Económica, 1985.	Mojarro, Tomás	Yo, el valedor (y el Jerásimo)	1985	Primera edición	Ficción	Escrito	Libro	Relato	México	México y Centroamérica			Y sí: por esa puerta va a entrar uno de esos "Técnicos, en Electrónica, S.A.", el cual ante nuestra zozobra abrirá el televisor, y después de jurgunearle este bulbo y menearle aquella chafaldrana, y testerearle la marinola de más allá, va a acabar extendiéndonos una nota del orden de "Pesos Trece mil Cero Treinta y Tres con Cuarenta y Cinco Centavos, iva incluido"; es
Mojarro, Tomás: Yo, el valedor (y el Jerásimo). México D.F.: Fondo de Cultura Económica, 1985.	Mojarro, Tomás	Yo, el valedor (y el Jerásimo)	1985	Primera edición	Ficción	Escrito	Libro	Relato	México	México y Centroamérica			— Caracso, si yo supiera de electrónica me habría dado cuenta si el técnico este procedió con honestidad en su trabajo y con honradez en la cuenta, o si se fue de abuso y me vio la cara de su viejo semoviente...
«SÁLVESE EL QUE PUEDA». ABC. Madrid: Prensa Española, S.A., 1986-09-20.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Son matrimonios que trabajan el marido y la mujer, y reúnen, por lo tanto, una buena cantidad de dinero cada mes. Y todo ese dinero se lo gastan. Conocen todos los restaurantes. Hacen compras voluminosas en los grandes supermercados. Van al día en cuanto a ropa. No les falta en casa lo más nuevo respecto a electrónica, para música, vídeo, ordenador, etcétera.
«Cable, vídeo comunitario, premios y otras cuestiones». ABC. Madrid: Prensa Española, S.A., 1986-09-20.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Mayúsculas no acentuadas en el original	En su recta final, la edición 1986 de Sonimag acumula actos y presencias registrando una numerosa asistencia que supera a las optimistas previsiones. Es un acontecimiento que desde el presente se asoma al futuro a través de los progresos de la electrónica de consumo. Bajo la denominación de «La televisión por cable en la metrópolis del futuro», comunicólogos, sociólogos y expertos en medios de comunicación analizan cuestiones de algo tan importante como el tema indica. Estas jornadas, organizadas en ocasión de Sonimag por la Universidad Internacional Menéndez Pelayo, se proponen estudiar las posibilidades de
«Sirve tanto en asuntos de negocios como en mensajes eróticos». ABC. Madrid: Prensa Española, S.A., 1986-10-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Mayúsculas no acentuadas en el original	El proyecto data de 1979. En esa fecha, el Gobierno de Valery Giscard d'Estaing y Raymond Barre decide iniciar la introducción masiva en la sociedad francesa de la «telemática», una síntesis entre las nuevas fronteras de la informática, la electrónica y las tecnologías de las telecomunicaciones. El primer producto destinado al gran público puede ser el «minitel», que integra, en un mismo aparato, un teléfono ordinario, una pequeña pantalla de video texto, un terminal y un «modem» (destinado a transmitir a través de la red telefónica nacional las informaciones o
«Sirve tanto en asuntos de negocios como en mensajes eróticos». ABC. Madrid: Prensa Española, S.A., 1986-10-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Mayúsculas no acentuadas en el original	y simpatizantes. De hecho, no hay una sola gran actividad de la vida social, política, cultural, económica, que no esté siendo afectada de modo directo y significativo por el uso cotidiano del «minitel». En términos puramente técnicos, el «minitel» introduce la informática, las telecomunicaciones y la electrónica en los hábitos cotidianos de la colectividad. En términos económicos, el «minitel» es una aventura nacional que se contempla con envidia en Nueva York y Tokio.
«Pompeyo Martín Pérez». ABC. Madrid: Prensa Española, S.A., 1986-10-14.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	España			Mayúsculas no acentuadas en el original	– Cuadro horario de las enseñanzas no reguladas de FP de segundo grado, rama de electricidad y electrónica («BOE», día 3 de octubre).
«GUTIÉRREZ ARAGÓN Y EL VÍDEO». ABC. Madrid: Prensa Española, S.A., 1986-06-03.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Mayúsculas no acentuadas en el original	Para este autor apenas cuenta el vídeo. Para él hay una gran y sola pasión, que vive con fidelidad absoluta y reverente: el cine. No por desconocimiento ni frivolidad, como los que, incapaces de penetrar en las posibilidades de la electrónica, se defienden malamente en fáciles piruetas; sino como integración plena en el cine, en su intransferible universo expresivo.
«APASIONANTE AVENTURA DE LA MICROELÉCTRONICA». ABC. Madrid: Prensa Española, S.A., 1986-05-07.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Mayúsculas no acentuadas en el original	Para darnos cuenta del impacto en nuestras vidas de la microelectrónica, tenemos que pensar que sin el desarrollo de la electrónica del semiconductor no se hubieran logrado muchos de los avances tecnológicos que constituyen el entramado de nuestra civilización actual. Así, no se habrían conseguido las grandes computadoras actuales ni los pequeños microprocesadores, ni las comunicaciones por satélite, ni la robótica, ni las exploraciones en el espacio. La aplicación de la microelectrónica en la
Skármeta, Antonio: El cartero de Neruda (Ardiente paciencia). Barcelona: Plaza y Janés, 1996.	Skármeta, Antonio	El cartero de Neruda (Ardiente paciencia)	1986	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena			Hizo una espiral con el dedo, y enseguida lo asestó en la tecla del medio. Aunque la voz de Neruda fue emitida con fidelidad por la técnica japonesa, sólo los días posteriores alertaron al cartero sobre los avances nipones de la electrónica, pues la primera palabra del poeta lo turbó cual un elixir: «Posdata.»
«FÉLIX MONTEIRA, Madrid». El País. Madrid: Diario El País, S.A., 1986-06-01.		El País	1986	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				La mayoría de las empresas importadoras de ordenadores careen de la preceptiva homologación del Ministerio de Industria, según afirmaron ayer fuentes de la Asociación Española de Importadores de Productos de Electrónica (Asinelec). La falta de autorización impide importar, fabricar o vender esos productos.
«La CE retira su apoyo al documento mayoritario para la nueva ronda del GATT». El País. Madrid: Diario El País, S.A., 1986-08-02.		El País	1986	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				La oposición francesa a que hubiera algún mínimo resquicio que pudieran tener las subvenciones a la agricultura y, en menor medida, las reticencias de países, entre ellos España, a aceptar un posible desmantelamiento arancelario para diferentes productos (automóviles, aparatos de alta tecnología y electrónica, o textiles) hicieron que la Comunidad Europea retirara su apoyo total, en la noche del jueves, al documento presentado por Suiza y Colombia, secundado por 49 de los 91 países integrantes del Acuerdo General sobre Aranceles Aduaneros y Comercio (GATT), que había aceptado hasta ese momento.
«ANTONIO GÓMEZ». El País. Madrid: Diario El País, S.A., 1986-10-01.		El País	1986	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España				real con la gente, y para ello es necesario cambiar el lenguaje, hacerlo menos críptico, más comunicativo". A pesar de ello, la tecnología musical sigue presente en su trabajo como un componente fundamental. "La tecnología", dice Franco Battiato, "es un lenguaje primario de nuestra cultura. Es novedoso utilizar la electrónica, aunque a veces se haga de manera excesivamente simple, imitando las sonoridades de instrumentos tradicionales; eso es una deformación; la música electrónica es interesante porque es ambigua y da una profundidad que no es real, sino sintética". Para Franco Battiato, que se define como un músico y no como un cantautor, "
«ANTONIO GÓMEZ». El País. Madrid: Diario El País, S.A., 1986-10-01.		El País	1986	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España				, L'Arca di Noe (1982), Orizzonti Perduti (1983) o Ecos de danzas sufi (1984), Franco Battiato alcanzó los mayores éxitos de popularidad y ventas en toda Europa, lo que le llevó a convertirse en un auténtico ídolo que llena estadios con canciones en las que se mezclan la tecnología y la electrónica y un cierto regusto por las músicas étnicas. "La civilización actual está en un momento de crisis", explica, "algo que no podía dejar de reflejarse en la música. La civilización occidental está en trance de desaparecer, y eso plantea problemas al creador musical que se enfrenta con dónde debe buscar
«I. C., Bruselas ». El País. Madrid: Diario El País, S.A., 1986-10-02.		El País	1986	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				Julio González Sabat, director general de Electrónica e Informática del Ministerio de Industria, opinó, sin embargo, que la participación española en el conjunto del programa Sprit era "aún baja", porque tan sólo representa un 5% del total y ninguna empresa española encabeza un programa.
Muñoz, José Javier; Gil, César: La Radio: Teoría y Práctica. Madrid: IORTV, 1994.	Muñoz, José Javier; Gil, César	La Radio: Teoría y Práctica	1986	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España				Es un auge firme y ganado a pulso. Naturalmente, algún poso dejaron la madurez y la veteranía de quienes a lo largo de los años hicieron del micrófono una vocación. Con afición parecida entraron en juego nuevos profesionales bien preparados, dotados académica y técnicamente y capaces de asimilar sin dificultad los magníficos medios que la electrónica pone al alcance de la radio.
Cebrián, Juan Luis: La rusa. Barcelona: Círculo de Lectores, 1986.	Cebrián, Juan Luis	La rusa	1986	Primera edición	Ficción	Escrito	Libro	Novela	España			Prólogo en romanos	única razón de existir es hacernos a todos la vida imposible. Cada noche escribirá su informe con desgana, y menos mala uva si le he enviado a casa pronto o si esta vez el restaurante fue mejor que la anterior. Ya nadie va a necesitar esconder sus máquinas en las habitaciones de los hoteles, la electrónica oculta da paso gentil al error humano de los guardaespaldas. Y Hernando  poseerá puntual información de cuántas veces me miro al espejo y me corrijo cuando quiero sacarme la raya del pelo. «Yo sólo cumplo órdenes», y agitó sus papitos de alcohólico arrepentido.
«El &#34;establishment&#34; quedó sacudido». Clarín. Buenos Aires: 1987-07-03.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	En el mundo industrial japonés, la ancianidad y la tradición conservan un considerable peso específico y la Toshiba (Tokio Shibaura) goza de un prestigio muy superior al de las "recien llegadas" Sony y Matsushita. Los dirigentes del grupo Toshiba, que trabaja en el ramo nuclear y la electrónica de consumo masivo tanto como en macromateriales eléctricos y semiconductores, son portavoces de la industria. Es por ello que la depuración emprendida debe ser profunda y, a la vez, necesariamente dolorosa.
«FIEL detectó un retroceso en la demanda fabril». Clarín. Buenos Aires: 1987-11-21.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	Por último, el sector productor de bienes de capital registró una ligera mejora en la demanda, lo que se reflejó en una mayor utilización de la capacidad instalada, principalmente en maquinaria no eléctrica y en electrónica y comunicaciones, al mismo tiempo que se redujeron los niveles de stocks.
«La fábrica de los australes». Clarín. Buenos Aires: 1987-11-21.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	El BCRA ordena anualmente sus compras a la Moneda (donde también se imprimen los bonos de las provincias, los billetes de Lotería, las estampillas, cheques y otra documentación gráfica que la electrónica no haya sustituido). Este año se encargaron 250 millones de billetes. Es poco si se tiene en cuenta que hubo años con 650 millones de billetes.
«&#34;Llegó el momento de agradecer a todos aquellos que durante estos treinta años de trabajo estuvieron a nuestro lado&#34;». Clarín. Buenos Aires: 1987-12-21.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	"Nuestra trayectoria fue tomando los caminos que se iban abriendo y cambiando según las necesidades del mercado y las posibilidades que las distintas etapas del país nos presentaron."Así es como de un pequeño comercio de venta público de componentes para electrónica, en nuestros inicios, hemos pasado a la fabricación casi artesanal de televisores, combinados y heladeras, con marcas que muy pronto tuvieron su propio lugar en el mercado nacional."En aquellos primeros tiempos se trabajaba con las manos y poco capital —recuerda Sigal mostrando las suyas—, y aunque la gente no dispusiera
«Proveedores de electrodomésticos a todo el país». Clarín. Buenos Aires: 1987-12-21.		Clarín	1987	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	Pero todo comenzó un tiempo antes, cuando Isaac Sigal instaló un negocio de venta al público de componentes para electrónica.
«D. MARAVALL CASESNOVES». Maravall, D.: Conmemoración del centenario de Einstein. Madrid: RACEFN, 1987.	Maravall, D.	Conmemoración del centenario de Einstein	1987	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	España				Se cumple el centenario de la invención del alumbrado eléctrico por Edison, y allá por los años veinte entraron en debate las opiniones contrapuestas sobre el saber universitario de estos dos colosos de la teoría y de la práctica que fueron Einstein y Edison, cuyos nombres, por otra parte, figuran en el prólogo de la electrónica de hoy, el primero por haber hallado la explicación teórica del efecto fotoeléctrico y el segundo por haber descubierto el efecto termoelectrónico o efecto Edison, sin haberse dado cuenta de sus inmensas posibilidades tecnológicas, él, que ha sido uno de los más grandes inventores de todos los tiempos.
«En el umbral de la fama». Revista Hoy. Santiago de Chile: 1987-10-25.		Revista Hoy	1987	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	En Física el galardón también fue compartido: dos norteamericanos y un inglés. Y los laureados —doctores Philip Anderson, John Van Vleck y Sir Nevill Mott— son teóricos en el campo de la física del estado sólido. Esto, en otras palabras, es que son los responsables de los desarrollos de la electrónica. Incluyendo las calculadoras de bolsillo, computadoras, televisión, radio y conversores de energía solar. Para el norteamericano John Van Vleck, los honores son por sus trabajos con estructuras cristalizadas, fundamentales para el desarrollo del rayo láser. Por lo mismo, la fundación lo definió como "el padre del magnetismo moderno".
Scheina, Robert L.: Iberoamérica. Una historia naval 1810-1987. Madrid: San Martín, 1987.	Scheina, Robert L.	Iberoamérica. Una historia naval 1810-1987	1987	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	Estados Unidos	Estados Unidos		Mayúsculas no acentuadas en el original.	de la Guerra de las Malvinas, al ser la mayoría de los nuevos buques de su marina de proyecto o construcción alemana, la comisión se trasladó a Hamburgo. Hoy los oficiales de marina argentinos asisten regularmente a las escuelas de guerra naval francesas y norteamericanas, y a cursos de artillería, ingeniería, óptica, electrónica y otras especialidades en dichas naciones, así como en Alemania, España, Holanda e Italia. Parece que Argentina prefiere enviar oficiales y suboficiales para instrucción en el extranjero a tener profesores extranjeros en las escuelas de la marina argentina.
Scheina, Robert L.: Iberoamérica. Una historia naval 1810-1987. Madrid: San Martín, 1987.	Scheina, Robert L.	Iberoamérica. Una historia naval 1810-1987	1987	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	Estados Unidos	Estados Unidos		Mayúsculas no acentuadas en el original.	marina peruana, pasó tres semanas de adiestramiento intensivo con la marina estadounidense en San Diego, California. Perú, que firmó con los Estados Unidos un acuerdo de asistencia mutua defensiva en febrero de 1952, fundó también un nuevo centro de entrenamiento en El Callao con un programa basado en materias de enseñanza de los Estados Unidos. Los cursos incluían electrónica básica, guerra antisubmarina y artillería. Durante el otoño de 1950 los Estados Unidos y Chile realizaron una serie de ejercicios antisubmarinos, conocidos como Panamex. El primer gran ejercicio multinacional con marinas iberoamericanas tuvo lugar a principios de 1959. En este ejercicio sin nombre participaron los Estados Unidos, Argentina, Brasil, Uruguay y Venezuela.
Scheina, Robert L.: Iberoamérica. Una historia naval 1810-1987. Madrid: San Martín, 1987.	Scheina, Robert L.	Iberoamérica. Una historia naval 1810-1987	1987	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	Estados Unidos	Estados Unidos		Mayúsculas no acentuadas en el original.	ataque contaba con cinco Super Etendard. En 1981, operaban desde el portaviones 25 de Mayo catorce Etendard con veinte misiles Exocet aire-superficie, formando una escuadrilla con diez aviones a bordo, quedando cuatro en reserva. Sin embargo, este plan no pudo realizarse en mayo de 1982, porque el portaviones no disponía aún de la electrónica necesaria. Los pilotos navales y el personal de apoyo fueron entrenados con los Etendard en Francia, desde noviembre de 1980 hasta agosto de 1982, maniobrando los pilotos con simuladores de vuelo y cuarenta y cinco horas de vuelo real. Entre agosto y noviembre de 1981 mandaron desde Francia a Argentina cinco aviones y los mismos misiles, en
Scheina, Robert L.: Iberoamérica. Una historia naval 1810-1987. Madrid: San Martín, 1987.	Scheina, Robert L.	Iberoamérica. Una historia naval 1810-1987	1987	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	Estados Unidos	Estados Unidos		Mayúsculas no acentuadas en el original.	Dos Etendard llevaron a cabo el ataque, uno iba armado con el último Exocet argentino y era acompañado por cuatro A-4C-1 el otro era un apoyo de navegación, por si el avión que llevaba el misil tuviera problemas de electrónica (los A-4 no podían actuar como ayuda a la navegación tan lejos, en océano abierto). El primer repostaje tuvo lugar al sudeste de la Isla de los Estados y el segundo al sur de la Isla Soledad. A unos 540 kilómetros de la flota británica, los aviones barrieron hacia el nordeste buscando a
Scheina, Robert L.: Iberoamérica. Una historia naval 1810-1987. Madrid: San Martín, 1987.	Scheina, Robert L.	Iberoamérica. Una historia naval 1810-1987	1987	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	Estados Unidos	Estados Unidos		Mayúsculas no acentuadas en el original.	El primer bombardeo de Puerto Argentino por un buque de guerra británico fue el 1 de mayo. Poco después la marina argentina comenzó a evaluar la posibilidad de poner en las islas un sistema de Exocet superficie-superficie para disuadir la aproximación de los buques británicos. Calcularon que transportar un sistema completo en barco —misil, radar y electrónica de apoyo— llevaría cuarenta y cinco días. Era demasiado tiempo. Se requería una solución más sencilla y para encontrarla intervinieron un oficial ingeniero de armamento, el capitán de fragata Julio Pérez, y dos técnicos civiles. Después de una semana hallaron la solución y diez días más tarde fue montado un sistema improvisado. Los técnicos dispusieron
«EL PAÍS, Madrid». El País. Madrid: Diario El País, S.A., 1987-06-02.		El País	1987	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				de un club nocturno de Alcalá de Henares. Testigos del suceso relataron que la víctima y el agresor se habían saludado efusivamente, tras lo cual tomaron unas copas juntos en el club antes de que se enzarzaran en una fuerte discusión, que terminó con la muerte de Adrián. El pasado 24 de mayo falleció el estudiante de Electrónica Miguel Angel Domínguez, de 17 años, en Móstoles. El joven fue apuñalado al responder a sus atracadores que no llevaba dinero encima. En Moratalaz, el pasado 26 de abril, murió el joven de 17 años, Pedro Larrosa Mifién, de una puñalada en el tórax al intentar impedir que dos desconocidos se apoderaran de
«Ford ubicará dos nuevas plantas en Portugal y en Gran Bretaña». El País. Madrid: Diario El País, S.A., 1987-10-02.		El País	1987	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				En estos momentos, la oficina ejecutiva de la ZUR de Cádiz se encuentra evaluando 40 proyectos, entre los que destacan dos situados en los sectores punta de la electrónica de consumo y ordenadores, y así, hay concretas esperanzas en conseguir que la compañía surcoreana Samsung instale una fábrica de magnetoscopios en la bahía gaditana para el mercado exterior. Dada la vocación de exportación de esta iniciativa, la bahía de Cádiz cuenta con otras ventajas sobre otras ZUR, debido a la existencia de la zona franca
«EL PAÍS». El País. Madrid: Diario El País, S.A., 1987-10-02.		El País	1987	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				Este acuerdo convertirá a Les Cables de Lyon en uno de los líderes europeos del sector de hilo de máquina, con una producción anual de 280.000 toneladas, y facilitará a la compañía el acceso a los productos de cable esmaltados, usados principalmente en las industrias de electrónica, automoción y automatización de fábricas.
«Juzgado un empresario catalán que exportó tecnología de doble uso». El País. Madrid: Diario El País, S.A., 1987-10-02.		El País	1987	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				Suin, cuyo objeto social era la importación y comercialización de aparatos de electrónica para comprobación automática de los parámetros eléctricos de circuitos integrados, disponía de las autorizaciones administrativas correspondientes, y los pagos realizados entre 1976 y 1983 fueron 14 millones de dólares, con un margen comercial del 40%, aproximadamente.
«EL PAÍS, Sevilla». El País. Madrid: Diario El País, S.A., 1987-12-02.		El País	1987	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				del centro. Los profesores aseguran que algunos días se han efectuado hasta seis llamadas a la policía, sin que ésta acudiera a socorrerles. El Instituto Polígono Sur se creó hace siete años, y cuenta con 1.500 alumnos y 88 profesores. La mayoría de las disciplinas que allí se imparten son prácticas, como Electrónica, Electricidad e Informática. Los talleres precisos para realizar las prácticas, que son muy costosos, se encuentran muy deteriorados por los asaltos de pandillas de jóvenes. Durante el curso pasado se gastó medio millón de pesetas en reparar roturas de cristales. En lo que va de año se han vuelto a romper cristales por valor
G. Silvestrini, Blanca; Luque de Sánchez, Mª Dolores: Historia de Puerto Rico: trayectoria de un pueblo. San Juan: Cultural Puertorriqueña, INC, 1987.	G. Silvestrini, Blanca; Luque de Sánchez, Mª Dolores	Historia de Puerto Rico: trayectoria de un pueblo	1987	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Puerto Rico	Antillas		Mayúsculas sin acentuar	Ante las alzas y bajas en la economía, el aumento de los costos de producción en Puerto Rico y la terminación de las exenciones  contributivas originales, muchas industrias comenzaron a cerrar sus operaciones a finales de la década del 70, dejando a cientos de obreros sin trabajo, especialmente en la industria petroquímica y la electrónica.
