BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Martínez, Tomás Eloy: La novela de Perón. Madrid: Alianza, 1989.	Martínez, Tomás Eloy	La novela de Perón	1989	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata		Mayúsculas no acentuadas en el original	se ha visto a tantos rodar por el enorme cauce de la autopista, vadear los arroyos con los zapatos en la cabeza. Las leyendas de los estandartes no inquietan ya al Teniente Coronel: enarboladas, se mezclan y se anulan. Desde su tabernáculo blindado, Perón sólo podrá leer un remolino de letras. Y la acústica de los estribillos se confundirá con la melodiosa batuta de Leonardo Favio. Ahora mismo, por los altoparlantes, se oyen, abajo, los redobles del animador: Fuiste mía los muchachos / un verano unidos triunfaremos.
«¡Ojo con el oído!». El Tiempo. Bogotá: 1989-07-01.		El Tiempo	1989	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Colombia	Caribe continental		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	La acústica arquitectónica es la manera como los espacios modifican el sonido. De ella depende en parte la mala o buena educación auditiva de los bogotanos.
«¡Ojo con el oído!». El Tiempo. Bogotá: 1989-07-01.		El Tiempo	1989	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Colombia	Caribe continental		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	Tiene la mirada de Woody Allen, la misma estatura, el mismo nerviosismo y también tiene obsesiones. Las suyas son los sonidos en los teatros... pero no los de Nueva York sino los de Bogotá. Por eso Gonzalo Durán, luego de estudiar Ingeniería Mecánica en la Universidad de los Andes, se especializó en acústica en Gran Bretaña.
«¡Ojo con el oído!». El Tiempo. Bogotá: 1989-07-01.		El Tiempo	1989	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Colombia	Caribe continental		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	requisito muy importante para apreciar el arte. Además, la mayoría de los teatros y las salas en general no tienen las condiciones acústicas adecuadas. Y el factor de comparación entre lo bueno y lo malo es importantísimo para el aprendizaje. ¿Cómo se puede aprender belleza comparando dos mujeres feas? Igual ocurre con la buena acústica y los teatros en Bogotá.
«¡Ojo con el oído!». El Tiempo. Bogotá: 1989-07-01.		El Tiempo	1989	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Colombia	Caribe continental		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	El público las valora primero con sentido estético. Luego, cuando empieza el "show", con sentido visual. Y si definitivamente no entiende los sonidos, la música o las palabras que se producen en escena, solo entonces, tiene en cuenta la acústica.
Melo, Juan Vicente: Notas sin música. México D.F.: Fondo de Cultura Económica, 1994.	Melo, Juan Vicente	Notas sin música	1990	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	México	México y Centroamérica		Esta recopilación de artículos se publica por primera vez en 1990. No incluímos las traducciones que el autor realiza de El derrumbe de la casa de Usher, de Claude Debussy, y de varios textos de Erick Satie.	Pero todos los alumnos saben que es un lugar en el que la acústica es pésima, que arquitectónicamente es horrible, en el que es imposible aprender el oficio de compositor y el de tener la más leve idea de extraños instrumentos que no sean el piano. Si usted quiere entrar al Conservatorio debe tener una credencial o muchas influencias, no publicar artículos en contra de esa venerable institución porque
Melo, Juan Vicente: Notas sin música. México D.F.: Fondo de Cultura Económica, 1994.	Melo, Juan Vicente	Notas sin música	1990	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	México	México y Centroamérica		Esta recopilación de artículos se publica por primera vez en 1990. No incluímos las traducciones que el autor realiza de El derrumbe de la casa de Usher, de Claude Debussy, y de varios textos de Erick Satie.	La sala en la que se efectúan estos conciertos —que se continuarán en series casi ininterrumpidas— es cómoda, agradable, poseedora de buena acústica. Un numeroso público aplaudió a Safier y a Stafford en un programa formado por la Tercera sonata opus 108 de Brahms, y la Sonata K. 454, en las que violinista y pianista formaban pareja por primera vez —creemos— en conciertos. Luego, Stafford interpretó Dos estudios de Paganini-Liszt y Safier clausuró la audición
Moncada, Santiago: El hombre del Taj Mahal. Madrid: SGAE, 1993.	Moncada, Santiago	El hombre del Taj Mahal	1990	Fecha de estreno	Ficción	Escrito	Libro	Teatro	España			Estrenada el 1 de Julio de 1990 en el Teatro Salón Cervantes de Alcalá de Henares	VOZ Mi voz se parece extraordinariamente a la suya. En realidad, está oyendo su propia voz, clonizada y sintetizada en mi sección de acústica. ¿Se sorprende?
«LAS VEINTICINCO INCÓGNITAS DEL TEATRO REAL». ABC Cultural. Madrid: INTER CD S.L. CON EL PATROCINIO DE PLANETA, 1991-11-08.		ABC Cultural	1991	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano	16.– ¿Qué medidas se han tomado para conservar la preciosa acústica del Teatro Real, elogiada por cuantos músicos, cantantes y directores actuaron en él? ¿Es cierto que se pretende construir una sala de ensayos sobre el techo de la sala?
Pineda, Juan Antonio: Las piedras biliares. Barcelona: Emeká, 1991.	Pineda, Juan Antonio	Las piedras biliares	1991	Primera edición	No ficción	Escrito	Libro	Salud	España				litotricia extracorpórea se basa en la producción de una descarga de ondas de presión bajo el agua que son de alta velocidad y energía. Su acción dura un tiempo extraordinariamente breve (menos de un segundo). Estas ondas de  choque se rigen por las leyes acústicas y como casi todos los tejidos del cuerpo tienen una acústica muy similar a la del agua, debido a su alto contenido en ésta (70 %), dichas ondas son introducidas en el cuerpo y distribuidas a través de los tejidos blandos con muy poca atenuación. Si un objeto con resistencia acústica diferente a la del agua se encuentra en la zona de las ondas, la presión
Vega, Ana Lydia: Falsas crónicas del sur. San Juan: Universidad de Puerto Rico, 1997.	Vega, Ana Lydia	Falsas crónicas del sur	1991	Primera edición	Ficción	Escrito	Libro	Novela	Puerto Rico	Antillas		Mayúsculas no acentuadas en el original	"Joya de arte y acústica", llama Don Adolfo Porrata Doria, historiador de Guayama, al hoy desaparecido Teatro Bernardini. Construido a la imagen y semejanza de un teatro europeo que nadie acierta hoy a identificar (La Scala de Milán, dicen unos; l'Opéra de París, alegan otros; y aun hay quienes invocan al Partenón sacrosanto), era el símbolo
Polimeni, Carlos: Luca. Buenos Aires: AC, 1999.	Polimeni, Carlos	Luca	1991	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	Argentina	Río de la Plata		Mayúsculas no acentuadas en el original.	marcha, mientras iba al negocio, su decisión de comprar un micrófono para su guitarra acústica, y se metió en un crédito para adquirir una Fender, la misma que tocó durante años con Sumo. Y buscó a un amigo, Alejandro Sokol, amigo de tocar juntos casi sin saber canciones de rock, a dos acústicas, y lo metió en la idea de ir a Córdoba a juntarse con un delirado que venía de Londres y te dejaba con la boca abierta con una música eléctrica pero sin arreglos, como todo improvisado, pero saliendo de los huevos, no del cerebro.
Battaner López, Eduardo: Planetas. Madrid: Alianza, 1991.	Battaner López, Eduardo	Planetas	1991	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	España				diferentes que impartió, teoría del calor, elasticidad, teoría matemática de la capilaridad, cálculo diferencial, teoría mecánica del calor, cálculo diferencial e integral, teoría de números, análisis superior, geometría analítica, teoría de funciones, mecánica analítica, teoría cinética de los gases, electricidad y magnetismo, óptica, acústica, elasticidad e hidrodinámica y filosofía natural.
Zanders, Emilia de: Breve historia de la ópera. Caracas: Monte Avila Latinoamericana, 1992.	Zanders, Emilia de	Breve historia de la ópera	1992	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	Venezuela	Caribe continental		No se acentúan las mayúsculas	, figuraron Orfeo y Perseus en el programa. La crónica de la época no nombra compositores ni poetas, pero hace mención entusiasta de sus cantantes y músicos. Las dos óperas fueron presentadas en el «Steintheater», un teatro excavado en las rocas de una colina en el jardín del Palacio veraniego. La excelente acústica y el encanto de la escena al natural se puede disfrutar hasta en nuestros días, cuando en el mismo sitio se presentan óperas y obras teatrales durante los festivales de verano.
VV.AA.: La Habana colonial. Guía de arquitectura. La Habana; Sevilla: Junta de Andalucía, 1995.	VV.AA.	La Habana colonial. Guía de arquitectura	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	Cuba	Antillas			Su ventilación y acústica eran excelentes, y a ello se sumaban adelantos tecnológicos como el que permitía, mecánicamente, colocar el piso de la platea al mismo nivel que el vestíbulo y el escenario para la realización de bailes y otras actividades. Contaba, asimismo, con locales de camerinos, vestuario, utilería y otros, además de un restaurante
Nasarre, Pilar: El país de Nunca Jamás. Barcelona: Seix Barral, 1993.	Nasarre, Pilar	El país de Nunca Jamás	1993	Primera edición	Ficción	Escrito	Libro	Novela	España				ambiente, a una manera de estar y de ser. No podía alegar ignorancia. La  inconsciencia es una conciencia oculta que, sin embargo, se manifiesta en el ánimo, y aquella mañana, después de colgar el teléfono, además de solo e impotente me sentí falso. Y mucho más cuando apareció mi suegra. En la acústica del salón y del amanecer su voz sonaba como un eco de trenes, siseante como la de una serpiente. Su imagen no era menos agresiva. Se anunciaba voluminosa y coloreada por una bata china. «¿A quién se le ocurre llamar a estas horas?», repetía.
Olivera, Ana: Geografía de la Salud. Madrid: Espacios y Sociedades, 1993.	Olivera, Ana	Geografía de la Salud	1993	Primera edición	No ficción	Escrito	Libro	Salud	España				se, pues pueden llegar a crear rechazo hacia algunos espacios e incluso variar precios de suelo. También la vista puede ser molestada por humos y nieblas debidas a contaminación, que no sólo producen toxicidad, sino mala visibilidad, triste luz y puede producir depresión. Pero quizás la más importante de las contaminaciones sensoriales sea la acústica; se considera el límite de reposo en los 40 db., zona de fatiga lo que esté por encarna de 80 db., zona peligrosa si supera los 100 db. y zona de lesiones las situadas por encima de los 130 db. Las calles céntricas en horas punta, algunos ambientes laborales, o las
Castilla del Pino, Carlos: Introducción a la psiquiatría, 1. Problemas generales. Psico(pato)logía. Madrid: Alianza, 1993.	Castilla del Pino, Carlos	Introducción a la psiquiatría, 1. Problemas generales. Psico(pato)logía	1993	Primera edición	No ficción	Escrito	Libro	Salud	España				P. schilder, se esforzaron hace años por ofrecer el paso del nivel neurológico al psiquiátrico en determinados cuadros, concretamente el alcoholismo o, más precisamente, algunas psicosis alcohólicas agudas. Las alucinaciones de caída dependerían de las alteraciones del sistema vestibuloóptico, las de insectos a partir de las del sistema háptico, las acústicas del sistema acústico. Mínimas modificaciones neurológicas eran alzaprimadas en favor de esta tesis, como la existencia de breves nistagmus. Ciertamente, nada se opone a que a partir de una alteración orgánica o funcional de alguna parte del organismo se ofrezca material para la construcción de una alucinación o un delirio, y las alucinaciones e ilusiones
Castilla del Pino, Carlos: Introducción a la psiquiatría, 1. Problemas generales. Psico(pato)logía. Madrid: Alianza, 1993.	Castilla del Pino, Carlos	Introducción a la psiquiatría, 1. Problemas generales. Psico(pato)logía	1993	Primera edición	No ficción	Escrito	Libro	Salud	España				Las alucinaciones son clasificadas según la sensorialidad del dato en acústicas (las más frecuentes), táctiles, cenestésicas, gustativas, olfativas, visuales). A veces las alucinaciones son simples, otras complejas, en forma de voces que dialogan. La alucinación es, de entre las formaciones psicóticas, la más grave, reveladora de cómo los objetos internos —representaciones, recuerdos, etc.
«POR DARÍO MARAVALL CASESNOVES». Maravall Casesnoves, Darío: Historia de la matemática en el siglo XIX (2ª parte). Madrid: RACEFN, 1994.	Maravall Casesnoves, Darío	Historia de la matemática en el siglo XIX (2ª parte)	1994	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	España			No se incluyen las notas (págs. 258-274)	Chladin (1756-1824) publicó en 1802 su "Acústica" e investigó experimentalmente sobre las vibraciones de las membranas, obtuvo las bellas figuras que llevan su nombre; así como en las varillas y cuerdas vibrantes existen puntos, llamados nodos, en los que no hay vibración, en las membranas existen líneas nodales que dividen la superficie de la membrana en regiones que alternativamente vibran en sentidos
«POR DARÍO MARAVALL CASESNOVES». Maravall Casesnoves, Darío: Historia de la matemática en el siglo XIX (2ª parte). Madrid: RACEFN, 1994.	Maravall Casesnoves, Darío	Historia de la matemática en el siglo XIX (2ª parte)	1994	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	España			No se incluyen las notas (págs. 258-274)	membrana es rectangular las líneas nodales son paralelas a los lados, pero si es cuadrada, como existe el fenómeno de la degeneración, las líneas nodales son más complicadas. Chladin vertía arena sobre la membrana y al vibrar quedaba depositada sólo sobre las líneas nodales que permanecen en reposo. Después de la publicación de la Acústica de Chladin, Napoleón donó 3.001 francos a la Academia de Ciencias de París, para premiar una obra sobre la teoría matemática de las vibraciones de las placas; el premio fue concedido a Sofía Germain en 1815 y su trabajo publicado en 1821, donde dió la ecuación en derivadas parciales de cuarto orden, que es correcta,
«POR DARÍO MARAVALL CASESNOVES». Maravall Casesnoves, Darío: Historia de la matemática en el siglo XIX (2ª parte). Madrid: RACEFN, 1994.	Maravall Casesnoves, Darío	Historia de la matemática en el siglo XIX (2ª parte)	1994	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	España			No se incluyen las notas (págs. 258-274)	ondulatorio fue obtenida por D'Alembert en 1750. A fines del XVIII se había investigado sobre las ondas sonoras en tubos, pero fue la memoria de Poisson de 1820 "Sobre el movimiento de los fluidos elásticos en tubos cilíndricos y sobre la teoría de los instrumentos de viento" la que marcó un gran progreso en la Acústica. Helmholz en 1860 dió un tratamiento más completo a este tema.
«POR DARÍO MARAVALL CASESNOVES». Maravall Casesnoves, Darío: Historia de la matemática en el siglo XIX (2ª parte). Madrid: RACEFN, 1994.	Maravall Casesnoves, Darío	Historia de la matemática en el siglo XIX (2ª parte)	1994	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	España			No se incluyen las notas (págs. 258-274)	La obra cumbre en Acústica del XIX es la "Teoría del sonido" en dos tomos de lord Rayleigh de la que hubo una primera edición en 1877, que fue aumentada y corregida en la edición de 1894 y 1896. En esta obra se expone la teoría general de los sistemas vibrantes, las vibraciones transversales de cuerdas, longitudinales
«POR DARÍO MARAVALL CASESNOVES». Maravall Casesnoves, Darío: Historia de la matemática en el siglo XIX (2ª parte). Madrid: RACEFN, 1994.	Maravall Casesnoves, Darío	Historia de la matemática en el siglo XIX (2ª parte)	1994	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	España			No se incluyen las notas (págs. 258-274)	teoría general de los sistemas vibrantes, las vibraciones transversales de cuerdas, longitudinales, transversales y torsionales de varillas, de membranas, placas y cáscaras (placas curvas) e incluso de vibraciones eléctricas; vibraciones en tubos, teoría de resonadores, etc. Es un compendio de los conocimientos de la época, no solamente en la Acústica propiamente dicha, sino en la teoría de ondas y vibraciones. A lord Rayleigh se debe la función de disipación que lleva su nombre, de la teoría de los movimientos amortiguados por resistencias proporcionales a las velocidades; esta función es una forma cuadrática de las velocidades y mide la energía mecánica o eléctrica disipada en calor.
«POR DARÍO MARAVALL CASESNOVES». Maravall Casesnoves, Darío: Historia de la matemática en el siglo XIX (2ª parte). Madrid: RACEFN, 1994.	Maravall Casesnoves, Darío	Historia de la matemática en el siglo XIX (2ª parte)	1994	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	España			No se incluyen las notas (págs. 258-274)	de Kirchhoff aplicada a la ecuación de propagación de las ondas homogéneas (con densidad de carga y/o de corriente nulas) da un nuevo sentido exacto y matemáticamente deducible del principio de Huygens. La solución de la ecuación de ondas, que en este caso depende solamente de la integral de superficie, en el caso de la Acústica representa el desplazamiento de las partículas en el medio material en que se propaga el sonido y en el caso de la Optica, la variación de cualquiera de los componentes de los campos eléctrico y magnético. La fórmula de Kirchhoff significa que la contribución de los elementos diferenciales de la superficie de la integral de la fórmula a las
«Verona, ópera a gran escala». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas	Al igual que en los mejores teatros de ópera del mundo, en Verona se ha recurrido al uso discreto de amplificadores, pero incluso antes de esta reciente mejora, la acústica era perfecta y se podía escuchar la voz más baja en cualquier parte de la Arena.
Gómez-Arcos, Agustín: Queridos míos, es preciso contaros ciertas cosas. Madrid: Centro Dramático Nacional, 1994.	Gómez-Arcos, Agustín	Queridos míos, es preciso contaros ciertas cosas	1994	Fecha de estreno	Ficción	Escrito	Libro	Teatro	España			La fecha que aparece en la última página es "enero de 1966"; sin embargo, se estrenó el 7 de diciembre de 1994 en el teatro María Guerrero de Madrid	GOBERNADOR (Suave) Bien, amigos míos; veo que se van calmando sus nervios. Me alegro. Me gusta la paz y la tranquilidad, y estos muros venerables tienen una acústica un poco exagerada. Cuando hay violencia, todo parece más violento. Pero es sólo cuestión de apariencia. (La Duquesa la mira con cierto escepticismo. Él se le acerca, sin perder la suavidad) Querida amiga, hace años —yo era muy pequeño y estaba todavía en la escuela— alguien intentó inculcarme que
Zarraluki, Pedro: La historia del silencio. Barcelona: Anagrama, 1995.	Zarraluki, Pedro	La historia del silencio	1994	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Herralde de Novela 1994	afecta de alguna manera, sea real o imaginario. Y un libro sobre el silencio, a fin de cuentas, no podía ser otra cosa que la narración desordenada de cómo lo viven las personas. Por decirlo de alguna manera, nuestro extenso tratado, para ser fiel a sí mismo, debía instalarse con pasión en la acústica y al mismo tiempo desentenderse de ella para siempre.
«&#34;Hay que hacerlo mejor que nuestros abuelos. Nos enfrentamos a una cuestión sutil, a una clara intervención noucentista&#34; ENTREVISTA a Ricardo Bofill, arquitecto». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	España			Versión realizada sobre texto plano	—La tecnología, el equipamiento, las instalaciones, deben ser modernos, sofisticados, pero con mesura, que no pase como con la Bastilla de París, cuya tecnología es tan compleja que es difícil manejarla. La acústica, aunque muchos digan que era muy buena, hoy día se puede mejorar. .—El debate está en la sala. Hacer la como era o totalmente moderna.
«LA RONDA». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano	—Alfredo Kraus. Es un maestro. Una vez nos dijo que tuviésemos cuidado con los materiales con que estaba construido el Liceu, porque variarlos podría perjudicar su gran acústica. —¿Se imagina una Rambla sin Liceu?
«LAS OBRAS EMPEZARAN EN OCTUBRE.». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano	la boca del escenario. Los detalles decorativos quizá deban esperar al proyecto definitivo, que se aprobará en el mes de diciembre. Josep Caminal insiste en que la nueva sala del Liceu mantendrá una gran semblanza con la que ardió. La principal preocupación del director y del arquitecto es la reproducción de la acústica inmejorable del antiguo espacio. Los estudios disponibles de los materiales, distribución e intensidad del sonido desde diversos puntos de la sala permiten albergar esperanzas sobre la posibilidad de recuperar la acústica con bastante fidelidad, según explicó el director del teatro. En cuanto a la fachada, la ampliación reproducirá la piedra y el color de
«LAS OBRAS EMPEZARAN EN OCTUBRE.». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano	Liceu mantendrá una gran semblanza con la que ardió. La principal preocupación del director y del arquitecto es la reproducción de la acústica inmejorable del antiguo espacio. Los estudios disponibles de los materiales, distribución e intensidad del sonido desde diversos puntos de la sala permiten albergar esperanzas sobre la posibilidad de recuperar la acústica con bastante fidelidad, según explicó el director del teatro. En cuanto a la fachada, la ampliación reproducirá la piedra y el color del histórico edificio.
«La UCE rendirá también tributo en esta XXVI edición a Salvat-Papasseit y Ferran Soldevila.». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano	La UCE organiza talleres de animación —canciones populares, deportes de aventura y alpinismo—, de arte —acústica musical, instrumentos catalanes de "cobla", teatro—, de comunicación —vídeo y radio— y otros diversos —socorrismo y educación ambiental—. También tendrán cabida seminarios de investigación de cada una de las universidades participantes, conferencias, debates relacionados con la realidad catalana y homenajes a los intelectuales catalanes Ferran Soldevila, Pere Verdaguer
«&#34;Es imposible reproducir el teatro sin incumplir la actual normativa. Las instituciones nos tienen la moral comida&#34;». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			En el texto no se acentúan nunca las mayúsculasVersión realizada sobre texto plano. En el texto no se acentúan las mayúsculas	— No. Cuando haya que hacer entradas y pasillos cumpliendo la normativa —pensemos en los minusválidos— haremos otra cosa, no sé si mejor o peor, pero será otra cosa. La imagen puede ser parecida, la acústica la misma, pero no los materiales: nada de madera, nada de estopa.
«EL ACTA». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Versión realizada sobre texto plano. En el texto no se acentúan las mayúsculas	entretenimiento dentro de un automóvil que combina la más alta tecnología con la transmisión directa de la señal digital-óptica desde las fuentes de sonido hasta los amplificadores. Una amplificación denominada Clase A Pura y una extraordinaria unidad DSP permiten disponer de un completo control sobre las características de sonido e ingeniosos ajustes, con el fin de obtener la acústica ideal de cada automóvil. Noboru Murata, director de división de Pioneer Europa, señala que el "nombre de referencia digital óptica es debido a la ausencia de precedentes en aparatos para automóvil de esta calidad de sonido". Basta una ojeada al controlador del sistema ODR instalado en el salpicadero del automóvil de demostración de
«CLASICA / CELIBIDACHE EN MURCIA (****)». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1995	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano	Arquitectos que han contribuido a modificar el panorama musical. La sala grande, amplia y cómoda, tiene una acústica magnífica. Se oye lo de primera línea como lo del fondo, y todo se reúne en el sonido con la reverberación adecuada. Me consta que el maestro Celebidache se ha entusiasmado con esas condiciones acústicas, considerándolas entre las mejores que conoce, y don Sergiu, en esa materia, sabe muy bien de
«POP. «EL ULTIMO DE LA FILA» (****)». El Mundo. Madrid: Unidad Editorial, 1996.		El Mundo	1995	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano	una arrancada fulminante y, además, en el contexto de un diseño luminoso inopinado hasta ahora en ellos. Tanto es así que, hacia la cuarta canción, dos explosiones hicieron desaparecer a los músicos de escena inmediatamente después de rematar la pieza. Sin llaves, Uvas de la vieja parra con un tratamiento eléctrico ajeno a la acústica de su grabación, La rebelión de los hombres rana... una a una, más tarde, se fueron sucediendo, de apagón en fogonazo, las nuevas composiciones del grupo, intercaladas con viejas tonadas; entre ellas, la celebradísima Mar antiguo y Querida Milagros. La personalidad melódica del grupo surge de una subida
«Madrid. Teatro Alfil. La Comunidad le ayudará a evitar ruidos». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1995	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano	La Comunidad, según explicó el consejero de Cultura Jaime Lissavetzky, apuesta por salvar este teatro y salvaguardar los derechos de los vecinos. En este contexto el plan de viabilidad contempla encargar un informe al Instituto de Acústica para que evalúe los posibles problemas de insonorización de esta sala con el objetivo de proceder a solucionarlos.
«MEDIO AMBIENTE». El Mundo. Madrid: Unidad Editorial, 1996.		El Mundo	1995	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Versión realizada sobre texto plano	MADRID.— Investigadores del Instituto de Acústica del CSIC desmitifican en un estudio las ideas existentes sobre que los lugares más ruidosos de las ciudades son siempre molestos y concluyen que el bullicio «representa también sensaciones agradables» para los ciudadanos.
«MEDIO AMBIENTE». El Mundo. Madrid: Unidad Editorial, 1996.		El Mundo	1995	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Versión realizada sobre texto plano	El estudio del Instituto de Acústica, perteneciente al Consejo Superior de Investigaciones Científicas, destaca sin embargo la opinión negativa que tienen para los habitantes de las urbes los grandes centros comerciales, por sus pésimas condiciones acústicas.
Herrero, Luis: El ocaso del régimen. Del asesinato de Carrero a la muerte de Franco. Madrid: Temas de hoy, 1995.	Herrero, Luis	El ocaso del régimen. Del asesinato de Carrero a la muerte de Franco	1995	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España			Mayúsculas no acentuadas	a la base entre las fechas 17 a 21 del mismo mes.Precisamente porque este tipo de armas no tenían precedente en Torrejón ni en ninguna otra base americana, se les pidió a estos agentes que informaran no sólo del lugar en el que se habían depositado, sino de la temperatura en él y la acústica del local donde se hubiese depositado para valorar la sensibilidad de las células electrosonoras, electrotérmicas electroolorizantes ya que el extremo en la integridad de los artefactos determina no sólo la eficacia del empleo, sino el lugar o elemento desde el que se van a utilizar, aproximando el posible cálculo a las circunstancias que van a producir
Cebrián Herreros, Mariano: Información radiofónica. Mediación técnica, tratamiento y programación. Madrid: Síntesis, 1995.	Cebrián Herreros, Mariano	Información radiofónica. Mediación técnica, tratamiento y programación	1995	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España				La división entre música y ruido es científicamente imposible y estéticamente discutible tras el desarrollo de la música concreta y electrónica, a pesar de que algún crítico lo rechace, porque "uno de los capítulos más importantes de la acústica moderna está integrado por el estudio para la protección contra los ruidos, por su influencia nociva sobre el organismo humano". O el juicio crítico, más radical aún, de otro diccionario de la música: "Algunos compositores han intentado también, con la ayuda de aparatos especiales, combinar en sinfonías los más diferentes ruidos
Cebrián Herreros, Mariano: Información radiofónica. Mediación técnica, tratamiento y programación. Madrid: Síntesis, 1995.	Cebrián Herreros, Mariano	Información radiofónica. Mediación técnica, tratamiento y programación	1995	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España				Para ello habrá que recurrir a otras posibilidades que ofrece la nueva acústica de los sistemas monofónicos, estereofónicos y cuadrafónicos. Cada uno requiere un funcionamiento y tiene unas repercusiones peculiares sobre el reflejo radiofónico de los hechos informativos.
Contreras, Gonzalo: El nadador. Chile: Alfaguara, 1995.	Contreras, Gonzalo	El nadador	1995	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena			— Encárgate de Salman, por favor —suplicó Bibi todavía sollozando, sin atreverse a mirarlo a los ojos. El inocente parque con su sonambulesco desplazamiento de paseantes parecía no estar a la altura del momento. Max hubiera deseado una acústica más amplificada para las palabras que acababa de pronunciar Bibi.
«ENTREVISTA a Raimundo Amador, guitarrista y cantante: &#34;A mí me encantaría, la verdad, volver a hacer música con Pata Negra&#34;.». La Vanguardia. Barcelona: T.I.S.A, 1995.		La Vanguardia	1995	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas	— Las tres son buenas versiones. La eléctrica que sale en "Los managers", la acústica de "Guitarras callejeras" e incluso la que nos metieron en el directo de Zeleste. Con esta no nos pidieron permiso pero al final les dije que vale, que soltaran algo de pasta y que ningún problema. Todo esto pasa porque nunca tuvimos a una persona que se encargara de mirarnos estas cosas.
«ENTREVISTA a Lawrence Foster, nuevo director de la OBC: &#34;No dirigiré ningún autor u obra que no me guste&#34;.». La Vanguardia. Barcelona: T.I.S.A, 1995.		La Vanguardia	1995	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas	— ¿Cuál es su opinión sobre la acústica del Palau de la Música?
